,AAA10Y,ASEANTOT,BAA10Y,BUSAPPWNSAUS,BUSAPPWNSAUSYY,CBUSAPPWNSAUS,CBUSAPPWNSAUSYY,CUUR0000SA0R,DEXCHUS,DEXUSEU,DEXUSUK,DFII10,DFII20,DFII30,DFII5,DFII7,DLTIIT,DPCREDIT,DPRIME,EECTOT,EFFR,FRGSHPUSM649NCIS,GVIPT50002S,GVIPT50030S,GVIPT51000S,GVIPT51100S,GVIPT51110S,GVIPT51120S,GVIPT51200S,GVIPT52000S,GVIPT52100S,GVIPT521A3S,GVIPT52300S,GVIPT54000S,GVIPT54100S,GVIPT54200S,GVIPT54220S,INFECTDISEMVTRACKD,IOER,IORR,MEDCPIM158SFRBCLE,MORTGAGE15US,MORTGAGE30US,PCUADLVWRADLVWR,PCUAINFOAINFO,PCUAMUMAMUM,PCUARETTRARETTR,PCUASHCASHC,PCUASTDSVASTDSV,PCUATRADEATRADE,PCUATRANSATRANS,PCUATRNWRATRNWR,PCUATTDSVATTDSV,PCUAWHLTRAWHLTR,PCUOMFGOMFG,PCUOMINOMIN,SFTPAGRM158SFRBSF,SP500,T10YIE,TEDRATE,TLAACBW027NBOG,TLBACBW027NBOG,TSIFRGHT,UNRATE,WLEMUINDXD
2011/2/14,0.6499999999999996,0.5555555555555468,0.7999999999999992,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.37254901960786924,0.1261261261261065,0.29629629629629783,0.1999999999999995,0.09999999999999998,0.2857142857142861,0.599999999999999,0.18181818181818005,0.2857142857142855,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.07255520504731862,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.2759890859481579,0.5882352941176469,0.5555555555555554,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.0017418283754728813
2011/2/15,0.7222222222222215,0.5555555555555468,0.7999999999999992,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.36712452372646776,0.1269401056428933,0.30426329017878473,0.1990950226244339,0.09999999999999998,0.2842415316642124,0.5807339449541273,0.17725370863446002,0.2844155844155842,0.0,0.0,0.15789473684209884,0.27272727272727276,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.055338715714056574,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.2708858513158848,0.5882352941176469,0.5555555555555554,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.001249306701440963
2011/2/16,0.6499999999999996,0.5555555555555468,0.7999999999999992,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.37254901960786924,0.12826934019621986,0.29149348850097123,0.20363636363636317,0.1019230769230769,0.29163582531458215,0.5971563981042645,0.1825985173624641,0.288323548597521,0.0,0.0,0.15789473684209884,0.22916666666666666,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.054819488257974065,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.2860138665418689,0.5721925133689838,0.6249999999999999,0.0,0.0,0.33333333333333026,0.6666666666666655,0.003877675567800965
2011/2/17,0.6824999999999998,0.5555555555555468,0.8311688311688309,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.37023842736659474,0.12871067789098573,0.3044829366755871,0.19464285714285667,0.09764150943396226,0.28281363306744056,0.5714285714285705,0.1748251748251731,0.28054298642533915,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.18565596585637412,0.0,0.0,0.055805365927870894,0.38016896398399036,0.2427745664739861,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.28077340896155767,0.599230346344145,0.7407407407407406,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.0004288624822854578
2011/2/18,0.6706349206349201,0.5555555555555468,0.8199999999999993,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.3644114767786958,0.12850292368362656,0.3016316760766703,0.19449541284403618,0.09806763285024153,0.2813186813186817,0.578999999999999,0.17777777777777604,0.280447662936142,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.0,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.2789412080117824,0.6260118726389634,0.509259259259259,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.001327107333693624
2011/2/21,0.6499999999999996,0.5555555555555468,0.7999999999999992,0.11839793909608333,0.17092409243492873,0.11477812341936908,0.19155961982979314,0.75,0.37254901960786924,0.1261261261261065,0.29629629629629783,0.1999999999999995,0.09999999999999998,0.2857142857142861,0.599999999999999,0.18181818181818005,0.2857142857142855,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.07255520504731862,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.2759890859481579,0.5882352941176469,0.5555555555555554,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.006035163160329865
2011/2/22,0.6899999999999997,0.5555555555555468,0.8390243902439012,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.37702324314979185,0.12566720753498667,0.2879681231995277,0.18773584905660334,0.09507389162561575,0.2738095238095242,0.5409326424870458,0.16694214876032892,0.2723004694835679,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.0,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.24477643889101333,0.5882352941176469,0.4545454545454544,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.0023604032776983128
2011/2/23,0.6217391304347821,0.5555555555555468,0.7813953488372088,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.36881869380426696,0.12984926496793,0.30309242176607093,0.19798994974874326,0.09948186528497407,0.2826086956521743,0.5793103448275851,0.1782178217821765,0.28289936664320875,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.07255520504731862,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.26572613672738554,0.6135902636916837,0.5555555555555554,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.0014317191638662284
2011/2/24,0.6204545454545451,0.5555555555555468,0.7904761904761892,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.3710836647826652,0.12746829004586407,0.28799162311226784,0.1949238578680198,0.09687499999999998,0.2762951334379909,0.592857142857142,0.17906336088154096,0.27718550106609785,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.07255520504731862,0.0,0.0,0.055805365927870894,0.3733693207377393,0.24255952380952162,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.2742655628097006,0.5979581915410789,0.49382716049382686,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.000905586210055233
2011/2/25,0.6706349206349201,0.5555555555555468,0.8096385542168671,0.12316757688991092,0.15532607399076392,0.1157619359058208,0.17028752786488838,0.75,0.3745805956832038,0.1247612046090939,0.29421598127716636,0.19687499999999952,0.09838709677419352,0.2808441558441562,0.599999999999999,0.18088578088577914,0.2813186813186811,0.0,0.0,0.15789473684209884,0.25,0.2626262626262616,0.43442084519378554,0.3111127301666527,0.4456303895445676,0.3165634265141894,0.34896583959802013,0.3293601003764284,0.3045551494086193,0.4325804982137975,0.4646770119090549,0.39561944821097694,0.5723618646882978,0.3214329426303668,0.11353651143154021,0.16445573821500153,0.21801629132725517,0.07255520504731862,0.0,0.0,0.055805365927870894,0.3846153846153821,0.2499999999999976,0.049180327868858266,0.16666666666667024,0.2999999999999934,0.16122840690978954,0.2333333333333374,0.33333333333332177,0.22857142857142718,0.43273753527751696,0.32758620689655066,0.44444444444445796,0.3333333333333333,0.33333333333334575,0.39000000000000173,0.22905601909823511,0.29437323833548185,0.5834528933524628,0.5555555555555554,0.45014799562447627,0.45984730784010797,0.33333333333333026,0.6666666666666655,0.0008646974089790746
